,acn_volume,adbe_volume,amd_volume,crm_volume,ibm_volume,intc_volume,intu_volume,nflx_volume,sony_volume,txn_volume,acn_high,adbe_high,amd_high,crm_high,ibm_high,intc_high,intu_high,nflx_high,sony_high,txn_high,acn_low,adbe_low,amd_low,crm_low,ibm_low,intc_low,intu_low,nflx_low,sony_low,txn_low
0,0.06281479453239276,0.18245935928956733,0.12854982366245574,0.08462940354229702,0.0913087802554665,0.7816625948753827,0.05772967149938121,0.18315959176423974,0.25885563235005393,0.38061904229273086,0.0,0.0,0.0060822016183853835,0.019681165254929106,0.8231211753577159,0.019467233207638657,0.00883169717847579,0.0004763610674627973,0.0,0.004190515430169434,0.001189520739023564,0.0,0.005307786705633246,0.02146334267591088,0.8343300919872215,0.01969923828422948,0.011886501071037003,0.0004441109541633084,0.0,0.004973937825696301
1,0.10101526866069563,0.06921580859418003,0.10811288063929435,0.1032175355122433,0.16217030393416387,0.25646105112880935,0.053093599912793124,0.11365683351392368,0.225834630366802,0.37288567416079443,0.0009791101737448016,4.534502469697582e-05,0.005222092298613713,0.01801218451047784,0.8322614238034354,0.016393462778822476,0.008968269815256336,0.0,0.00528881910585903,0.0037773654396598133,0.00229198391564317,0.0003273306977870233,0.005307786705633246,0.02006195235285438,0.8360271580958504,0.01969923828422948,0.011838573222440515,0.0,0.005439005532919025,0.005633139603482579
2,0.11035372277184917,0.09980551172434038,0.21288636134306943,0.07520343838619756,0.30749515195074656,0.207162421665974,0.07386294412988695,0.3840793938890752,0.0866399387667417,0.2632296832084312,0.0038588798585199313,0.000438359928230124,0.0065122562782712196,0.019334594408779354,0.9380501885079529,0.014958995595102609,0.009393160945544307,0.0008695147898868001,0.004545078919097584,0.0027739893727080633,0.004177793980632949,0.000826121148985115,0.006343452404293388,0.02102080321581351,0.9115887983459167,0.01991105782296365,0.012956928565798359,9.137257279080713e-05,0.005180005269446689,0.00365554026281259
3,0.07495262319769998,0.07399361491321418,0.09997342016080803,0.0653849927696735,0.08826025708345184,0.2976763858595354,0.08672595879474963,0.6182884239665626,0.1277219919019585,0.21075214694952962,0.005356371613681715,0.0010732356220356093,0.0070651836981244324,0.020948854592692467,0.9082600442094351,0.014139343972554452,0.009969807037401635,0.010301042523104733,0.006776299479381867,0.004603665420679082,0.004874086207840911,0.000981998328261173,0.0068612852536234625,0.024090946304764688,0.90932600126837,0.017581021714934142,0.012701304852493295,0.00914357001734676,0.00759734106185514,0.004913998950764081
4,0.08575021076372126,0.09848445928589776,0.10348817320210768,0.08723521643528014,0.058743429505724684,0.5768298539314566,0.07623548422260838,1.0000000000000002,0.18233682275646407,0.22965835228614395,0.006105097332874843,0.0008162603273981495,0.007618111117977652,0.023000875612873478,0.909275556550841,0.011885245658089238,0.009514560362378563,0.015191542833582594,0.014213701346996122,0.0027149797497778294,0.005831501801150385,0.0010287569617414144,0.007832221846117345,0.026045508187048233,0.9178115854077641,0.0165219028393096,0.012685325175115308,0.010416403387997243,0.015281015544867743,0.003116198256823882
5,0.10421095106678868,0.10813915085684928,0.07271524132278999,0.11412977913322943,0.04422776498272091,0.5641609038866376,0.05758218927740123,0.5673136039701149,0.22941984902245882,0.2090588220672856,0.007919366633131558,0.0006348696473990958,0.00755667473799396,0.025891945227972946,0.9180771739983056,0.012295081715264722,0.010015329732188064,0.01614218416602914,0.022725394595487974,0.0028330226042091733,0.008007433143936482,0.0008417130754702976,0.007573305421452311,0.02977023897329989,0.9191045374379453,0.018851938947338998,0.013308406378648191,0.01364204158501161,0.02028835397199956,0.0037154791377448093
6,0.07336739178994242,0.08611427103592528,0.06174613546365822,0.0824353734274643,0.06574633873717953,0.5658890291825253,0.05712050579989869,0.3068704552452999,0.15582327717439243,0.15965723375961624,0.005701929577006326,0.0008616113985015147,0.007188056458091816,0.02322887794844916,0.9139303097529525,0.016598339823804487,0.009575260829532556,0.014609094330560818,0.02057681183373275,0.0,0.0071950883438714475,0.0007014262639543911,0.006990743465955978,0.025768915031715578,0.9138515954234633,0.019275578024807394,0.011934427321985297,0.012758070809098604,0.021756022131676114,0.0011985377910861128
7,0.06462339945669797,0.07722285420718505,0.06085429572039978,0.09903536667165311,0.04896596513719158,0.16021161597291242,0.0915095126033177,0.2465489028480025,0.08567249881204066,0.2270702061817233,0.0073722017537152795,0.0007860267838631224,0.006696565418222288,0.02363928215248534,0.9067366517636746,0.019877028281208464,0.009195892394031,0.01577815294156247,0.020080985042558452,0.0008262940788766049,0.007688296546994516,0.0008105370161250736,0.006602368828958425,0.025243402419235866,0.9102149744714375,0.02372376715627056,0.011742711134654707,0.01403940495712621,0.021497021868203778,0.002397081574861182
8,0.06941151886785656,0.09917801181608013,0.08566583727724002,0.06297220305394838,0.05148830684668833,0.17372138288577646,0.20374348353008317,0.18106660052611168,0.06854596620220064,0.3960267452120851,0.007717782755197328,0.00036278135999811417,0.006266510758336456,0.02212534299622554,0.9032667927951243,0.01700819637278289,0.008604079152122343,0.014426037589025512,0.01851086687050657,0.0016525940598958733,0.008384585872960731,0.0004987904511980917,0.0054372449179657615,0.024192366130697723,0.9083562914723383,0.019487397563541453,0.010752170843245812,0.013542171209743888,0.018561685548850668,0.0028165698017412755
9,0.09477882419063129,0.06703974166085648,0.05785483470047228,0.06577747323009811,0.059063473747180295,0.14726088171810126,0.12410949593141435,0.25861027063327835,0.1374049276838634,0.398009022780657,0.01091432998506739,0.0007406817591661397,0.0060822016183853835,0.023092069251029024,0.9107142580505243,0.017827888978936723,0.00804260931515885,0.015258111039413463,0.019833071646971318,0.005429959499555659,0.010125328045947818,0.0008572972083303321,0.0062139941919608695,0.02661712273196634,0.9154679164859195,0.020970134334680535,0.010959868305602583,0.014298645199501095,0.018648018970008104,0.0053335111484
